time(s);mPow_size
2.39909e-06;4
2.19792e-06;4
2.15322e-06;4
2.20537e-06;4
2.19792e-06;4
0.0004922;8
0.000520244;8
0.000523023;8
0.00052052;8
0.000525184;8
0.245407;12
0.245023;12
0.2444;12
0.244326;12
0.24463;12
