n_procs;time(s);mPow_size
1;0.000129633;7
1;0.00029204;7
1;0.000288434;7
1;0.000288427;7
1;0.000296909;7
4;0.000410587;8
4;0.000269361;8
4;0.000216458;8
4;0.000217699;8
4;0.000252742;8
16;0.000916302;9
16;0.000889849;9
16;0.000892084;9
16;0.000873983;9
16;0.000889618;9
64;0.00524796;10
64;0.0050822;10
64;0.00505123;10
64;0.00494718;10
64;0.00490753;10
