n_procs;time(s);mPow_size
1;0.000679109;12
1;0.000531383;12
1;0.000509739;12
1;0.000512335;12
1;0.000511456;12
4;0.00196943;12
4;0.00141006;12
4;0.00148109;12
4;0.00141548;12
4;0.0014471;12
16;0.00510214;12
16;0.00412394;12
16;0.00369868;12
16;0.00336183;12
16;0.00362103;12
64;0.0200104;12
64;0.0173916;12
64;0.0155873;12
64;0.0136244;12
64;0.0135689;12
