n_threads;time(s);mPow_size
1;3.06219e-06;4
1;1.16602e-05;4
1;1.131e-05;4
1;1.11312e-05;4
1;1.131e-05;4
2;1.08182e-05;4
2;1.17272e-05;4
2;1.1228e-05;4
2;1.11088e-05;4
2;1.12131e-05;4
4;1.19209e-05;4
4;0.000116713;4
4;1.56686e-05;4
4;1.44616e-05;4
4;1.39177e-05;4
8;1.51247e-05;4
8;1.26138e-05;4
8;1.25542e-05;4
8;1.30832e-05;4
8;1.08555e-05;4
16;1.41487e-05;4
16;1.57431e-05;4
16;1.42455e-05;4
16;1.50949e-05;4
16;1.5229e-05;4
32;1.39326e-05;4
32;1.29566e-05;4
32;1.20699e-05;4
32;1.38059e-05;4
32;1.36271e-05;4
64;2.85134e-05;4
64;2.57865e-05;4
64;2.51681e-05;4
64;2.54065e-05;4
64;2.50414e-05;4
1;1.11684e-05;5
1;1.18986e-05;5
1;1.1526e-05;5
1;3.3848e-05;5
1;3.35649e-05;5
2;0.000166774;5
2;3.31998e-05;5
2;2.39834e-05;5
2;2.6688e-05;5
2;2.55331e-05;5
4;3.59565e-05;5
4;2.76566e-05;5
4;3.85493e-05;5
4;5.02542e-05;5
4;3.84301e-05;5
8;3.25665e-05;5
8;3.47942e-05;5
8;3.29912e-05;5
8;3.55169e-05;5
8;3.45036e-05;5
16;2.61888e-05;5
16;3.83556e-05;5
16;2.55182e-05;5
16;2.69115e-05;5
16;2.79248e-05;5
32;3.03462e-05;5
32;2.91169e-05;5
32;2.64645e-05;5
32;3.29763e-05;5
32;3.05697e-05;5
64;3.34159e-05;5
64;0.000106595;5
64;3.37064e-05;5
64;3.1963e-05;5
64;3.3319e-05;5
1;4.66257e-05;6
1;4.03151e-05;6
1;4.03151e-05;6
1;4.03523e-05;6
1;4.04119e-05;6
2;0.000111885;6
2;5.87776e-05;6
2;5.84126e-05;6
2;6.3248e-05;6
2;6.47828e-05;6
4;9.66936e-05;6
4;0.000100099;6
4;8.80137e-05;6
4;7.83131e-05;6
4;9.6716e-05;6
8;0.000106089;6
8;8.51527e-05;6
8;7.15405e-05;6
8;8.78572e-05;6
8;0.000100754;6
16;6.53341e-05;6
16;6.98343e-05;6
16;7.14883e-05;6
16;8.72612e-05;6
16;8.27014e-05;6
32;5.05373e-05;6
32;5.19976e-05;6
32;6.01038e-05;6
32;6.35237e-05;6
32;5.81369e-05;6
64;5.08577e-05;6
64;6.57067e-05;6
64;6.54384e-05;6
64;6.59302e-05;6
64;6.59302e-05;6
1;0.000156626;7
1;0.000156842;7
1;0.000162929;7
1;0.000156596;7
1;0.000156648;7
2;0.000136428;7
2;0.000142075;7
2;0.000131741;7
2;0.000127524;7
2;0.000275694;7
4;0.000230722;7
4;0.000209048;7
4;0.000173099;7
4;0.000207931;7
4;0.00018397;7
8;0.00017792;7
8;0.000175476;7
8;0.00016553;7
8;0.00014133;7
8;0.000152402;7
16;9.60752e-05;7
16;0.000106722;7
16;0.000114657;7
16;0.000117004;7
16;9.5278e-05;7
32;8.87886e-05;7
32;0.000103272;7
32;9.31844e-05;7
32;9.53004e-05;7
32;9.56655e-05;7
64;8.68142e-05;7
64;9.01073e-05;7
64;9.11579e-05;7
64;9.0383e-05;7
64;8.64342e-05;7
1;0.000515036;8
1;0.00134945;8
1;0.00104686;8
1;0.000845022;8
1;0.00130873;8
2;0.000662796;8
2;0.000708506;8
2;0.000673868;8
2;0.000698321;8
2;0.000708029;8
4;0.000370637;8
4;0.000547484;8
4;0.000539497;8
4;0.000527821;8
4;0.000408784;8
8;0.0002096;8
8;0.000226013;8
8;0.000205867;8
8;0.000196896;8
8;0.00020016;8
16;0.000184163;8
16;0.000175416;8
16;0.00017754;8
16;0.000175394;8
16;0.000168458;8
32;0.00014668;8
32;0.000146158;8
32;0.000144117;8
32;0.000143275;8
32;0.000148378;8
64;0.000124775;8
64;0.000111438;8
64;0.000107542;8
64;0.000109151;8
64;0.000103451;8
1;0.00232195;9
1;0.00231281;9
1;0.00278453;9
1;0.0023818;9
1;0.00269869;9
2;0.00231596;9
2;0.00287237;9
2;0.00289209;9
2;0.0027995;9
2;0.00274435;9
4;0.00147042;9
4;0.0014063;9
4;0.0014373;9
4;0.00143462;9
4;0.00143858;9
8;0.000786789;9
8;0.000739776;9
8;0.000751674;9
8;0.000730202;9
8;0.000753008;9
16;0.000404343;9
16;0.000415757;9
16;0.000404373;9
16;0.00040403;9
16;0.000400618;9
32;0.00038068;9
32;0.0004059;9
32;0.000369258;9
32;0.000355735;9
32;0.000357352;9
64;0.000397004;9
64;0.000367329;9
64;0.000354446;9
64;0.000352196;9
64;0.000351287;9
1;0.00960191;10
1;0.00991987;10
1;0.00960159;10
1;0.00988341;10
1;0.00984481;10
2;0.00900524;10
2;0.0098953;10
2;0.0110518;10
2;0.0111154;10
2;0.0110642;10
4;0.00569326;10
4;0.00534251;10
4;0.00561826;10
4;0.00564037;10
4;0.00563283;10
8;0.00298755;10
8;0.00283585;10
8;0.00287519;10
8;0.00287789;10
8;0.00288019;10
16;0.0015955;10
16;0.00159715;10
16;0.00159032;10
16;0.00159574;10
16;0.00159074;10
32;0.000925317;10
32;0.000914574;10
32;0.000915118;10
32;0.000904873;10
32;0.000897236;10
64;0.000988886;10
64;0.000838481;10
64;0.000842541;10
64;0.000845551;10
64;0.000848867;10
1;0.0558614;11
1;0.0537349;11
1;0.0519544;11
1;0.0510001;11
1;0.0512271;11
2;0.0376494;11
2;0.0418331;11
2;0.0477121;11
2;0.0481873;11
2;0.0478044;11
4;0.024776;11
4;0.0224664;11
4;0.024246;11
4;0.0243499;11
4;0.0242297;11
8;0.0128061;11
8;0.0119354;11
8;0.0122827;11
8;0.0123186;11
8;0.0123224;11
16;0.00663745;11
16;0.00636693;11
16;0.00648297;11
16;0.00649308;11
16;0.00648884;11
32;0.00365758;11
32;0.00351148;11
32;0.00350183;11
32;0.00352299;11
32;0.00351744;11
64;0.00235898;11
64;0.00228364;11
64;0.00228866;11
64;0.00229251;11
64;0.00227617;11
1;0.261393;12
1;0.248773;12
1;0.245642;12
1;0.244304;12
1;0.242391;12
2;0.163396;12
2;0.167169;12
2;0.167456;12
2;0.167702;12
2;0.168348;12
4;0.0855893;12
4;0.0834697;12
4;0.0891185;12
4;0.0900709;12
4;0.0900409;12
8;0.0481782;12
8;0.0438949;12
8;0.0445071;12
8;0.0448538;12
8;0.0450338;12
16;0.0236631;12
16;0.0234094;12
16;0.0435675;12
16;0.0237777;12
16;0.0242396;12
32;0.0133308;12
32;0.0131555;12
32;0.0136357;12
32;0.0133342;12
32;0.0133606;12
64;0.00887969;12
64;0.00916016;12
64;0.0091792;12
64;0.00915398;12
64;0.00912675;12
1;1.99996e-06;4
1;2.99996e-06;4
1;2.00002e-06;4
1;2.00002e-06;4
1;3.00002e-06;4
2;4.2e-05;4
2;4e-05;4
2;7.8e-05;4
2;3.8e-05;4
2;2.8e-05;4
4;4.3e-05;4
4;5.1e-05;4
4;4.8e-05;4
4;5.1e-05;4
4;4.8e-05;4
8;6.9e-05;4
8;9.6e-05;4
8;8.5e-05;4
8;0.001501;4
8;7.2e-05;4
16;0.000143;4
16;0.000169;4
16;0.001084;4
16;0.001493;4
16;0.000164;4
32;0.000895;4
32;0.002058;4
32;0.00031;4
32;0.000332;4
32;0.000322;4
64;0.00058;4
64;0.000582;4
64;0.000495;4
64;0.000531;4
64;0.000722;4
1;1.4e-05;5
1;1.50001e-05;5
1;1.5e-05;5
1;1.4e-05;5
1;1.5e-05;5
2;3.2e-05;5
2;4.2e-05;5
2;4.1e-05;5
2;3.4e-05;5
2;3.8e-05;5
4;6e-05;5
4;5.5e-05;5
4;0.000955;5
4;0.000102;5
4;6.1e-05;5
8;8.2e-05;5
8;9.6e-05;5
8;0.000488;5
8;0.000103;5
8;0.000107;5
16;0.000159;5
16;0.000454;5
16;0.000164;5
16;0.000313;5
16;0.000339;5
32;0.000296;5
32;0.000272;5
32;0.000324;5
32;0.000712;5
32;0.000365;5
64;0.000851;5
64;0.000527;5
64;0.000495;5
64;0.000729;5
64;0.000497;5
1;2.6e-05;6
1;2.6e-05;6
1;2.6e-05;6
1;2.6e-05;6
1;3.4e-05;6
2;7.2e-05;6
2;7e-05;6
2;5e-05;6
2;4.1e-05;6
2;5.5e-05;6
4;0.00012;6
4;6.1e-05;6
4;0.000102;6
4;9e-05;6
4;7.8e-05;6
8;0.000125;6
8;8.7e-05;6
8;0.00011;6
8;0.000107;6
8;0.000103;6
16;0.000164;6
16;0.000152;6
16;0.000198;6
16;0.000158;6
16;0.000156;6
32;0.000283;6
32;0.000352;6
32;0.00061;6
32;0.000433;6
32;0.000364;6
64;0.000621;6
64;0.000628;6
64;0.000505;6
64;0.000617;6
64;0.000663;6
1;0.00022;7
1;0.000215;7
1;0.000213;7
1;0.000214;7
1;0.000213;7
2;0.000259;7
2;0.000234;7
2;0.000196;7
2;0.000139;7
2;0.000157;7
4;0.000146;7
4;0.00016;7
4;0.000126;7
4;0.00016;7
4;0.000103;7
8;0.000259;7
8;0.005153;7
8;0.001268;7
8;0.005619;7
8;0.001911;7
16;0.000367;7
16;0.001673;7
16;0.004455;7
16;0.016491;7
16;0.023399;7
32;0.005901;7
32;0.002995;7
32;0.002871;7
32;0.007217;7
32;0.001547;7
64;0.000828;7
64;0.000875;7
64;0.001058;7
64;0.001132;7
64;0.003994;7
1;0.000534;8
1;0.000541;8
1;0.000534;8
1;0.002492;8
1;0.000972;8
2;0.001044;8
2;0.000664;8
2;0.001201;8
2;0.000713;8
2;0.001171;8
4;0.001842;8
4;0.000442;8
4;0.001975;8
4;0.000316;8
4;0.006606;8
8;0.013234;8
8;0.011028;8
8;0.01231;8
8;0.001548;8
8;0.005575;8
16;0.013068;8
16;0.017973;8
16;0.022238;8
16;0.024434;8
16;0.007148;8
32;0.001259;8
32;0.011552;8
32;0.008566;8
32;0.004986;8
32;0.010882;8
64;0.000976;8
64;0.000866;8
64;0.007367;8
64;0.008053;8
64;0.020744;8
1;0.002087;9
1;0.002075;9
1;0.009663;9
1;0.003717;9
1;0.003962;9
2;0.014824;9
2;0.004767;9
2;0.004465;9
2;0.010741;9
2;0.005972;9
4;0.012312;9
4;0.011594;9
4;0.010732;9
4;0.00289;9
4;0.019426;9
8;0.00616;9
8;0.015721;9
8;0.009037;9
8;0.015398;9
8;0.005055;9
16;0.012124;9
16;0.007811;9
16;0.006903;9
16;0.004591;9
16;0.020447;9
32;0.010574;9
32;0.004626;9
32;0.017731;9
32;0.004805;9
32;0.016349;9
64;0.013316;9
64;0.005257;9
64;0.002445;9
64;0.003342;9
64;0.006443;9
1;0.013687;10
1;0.024608;10
1;0.029175;10
1;0.030473;10
1;0.025953;10
2;0.021059;10
2;0.021284;10
2;0.021914;10
2;0.021353;10
2;0.035021;10
4;0.02527;10
4;0.031525;10
4;0.023601;10
4;0.023817;10
4;0.015735;10
8;0.015703;10
8;0.021555;10
8;0.023959;10
8;0.014503;10
8;0.016638;10
16;0.024048;10
16;0.023755;10
16;0.024375;10
16;0.009365;10
16;0.011669;10
32;0.005641;10
32;0.010984;10
32;0.004773;10
32;0.005254;10
32;0.016034;10
64;0.011259;10
64;0.004043;10
64;0.014479;10
64;0.009229;10
64;0.006743;10
1;0.067851;11
1;0.081057;11
1;0.075257;11
1;0.0582;11
1;0.082294;11
2;0.040771;11
2;0.063728;11
2;0.059886;11
2;0.079954;11
2;0.064565;11
4;0.043089;11
4;0.033936;11
4;0.045083;11
4;0.046521;11
4;0.047263;11
8;0.050141;11
8;0.070086;11
8;0.029882;11
8;0.033521;11
8;0.0631;11
16;0.030914;11
16;0.035938;11
16;0.041619;11
16;0.038441;11
16;0.037929;11
32;0.030648;11
32;0.025875;11
32;0.036931;11
32;0.040187;11
32;0.049694;11
64;0.048032;11
64;0.025834;11
64;0.036517;11
64;0.031484;11
64;0.041865;11
1;0.457729;12
1;0.449504;12
1;0.4478;12
1;0.719271;12
1;0.737864;12
2;0.431094;12
2;0.397173;12
2;0.335135;12
2;0.268421;12
2;0.356943;12
4;0.253991;12
4;0.211167;12
4;0.224214;12
4;0.275773;12
4;0.238111;12
8;0.126914;12
8;0.15286;12
8;0.149577;12
8;0.172921;12
8;0.228404;12
16;0.161786;12
16;0.190807;12
16;0.143922;12
16;0.182341;12
16;0.216479;12
32;0.116951;12
32;0.140636;12
32;0.143753;12
32;0.12716;12
32;0.148132;12
64;0.202755;12
64;0.151903;12
64;0.110376;12
64;0.094142;12
64;0.154922;12
1;3.00002e-06;4
1;2.99996e-06;4
1;1.99996e-06;4
1;2.00002e-06;4
1;1.99996e-06;4
2;4.4e-05;4
2;3.1e-05;4
2;3.8e-05;4
2;2.8e-05;4
2;0.001565;4
4;4e-05;4
4;0.000133;4
4;4.4e-05;4
4;0.000594;4
4;5.5e-05;4
8;5.6e-05;4
8;0.001687;4
8;9.5e-05;4
8;8.8e-05;4
8;0.002795;4
16;0.000225;4
16;0.000182;4
16;0.000164;4
16;0.000159;4
16;0.000147;4
32;0.00074;4
32;0.00027;4
32;0.0003;4
32;0.000307;4
32;0.000323;4
64;0.000529;4
64;0.001264;4
64;0.001559;4
64;0.000607;4
64;0.00056;4
1;7e-06;5
1;8e-06;5
1;7e-06;5
1;7e-06;5
1;1.6e-05;5
2;5.5e-05;5
2;3.6e-05;5
2;3.3e-05;5
2;4.1e-05;5
2;3.3e-05;5
4;0.000476;5
4;0.000401;5
4;5.2e-05;5
4;0.001028;5
4;5.9e-05;5
8;7.3e-05;5
8;8.6e-05;5
8;7.5e-05;5
8;0.000759;5
8;0.000485;5
16;0.00015;5
16;0.000146;5
16;0.000135;5
16;0.000511;5
16;0.000187;5
32;0.000457;5
32;0.000348;5
32;0.000473;5
32;0.000783;5
32;0.000503;5
64;0.000705;5
64;0.000904;5
64;0.000662;5
64;0.000596;5
64;0.00235;5
1;2.6e-05;6
1;2.5e-05;6
1;2.7e-05;6
1;2.6e-05;6
1;6.4e-05;6
2;5e-05;6
2;4.9e-05;6
2;7.4e-05;6
2;7.1e-05;6
2;5.1e-05;6
4;8.5e-05;6
4;6.6e-05;6
4;7.5e-05;6
4;5.6e-05;6
4;6.8e-05;6
8;0.000107;6
8;8e-05;6
8;0.000105;6
8;0.000134;6
8;0.000103;6
16;0.001679;6
16;0.000179;6
16;0.000222;6
16;0.000157;6
16;0.000173;6
32;0.000837;6
32;0.000305;6
32;0.000278;6
32;0.000298;6
32;0.000378;6
64;0.000877;6
64;0.000544;6
64;0.000475;6
64;0.005076;6
64;0.019768;6
1;0.000275;7
1;0.000216;7
1;0.000215;7
1;0.000101;7
1;0.000101;7
2;0.002199;7
2;0.009609;7
2;0.01147;7
2;0.001407;7
2;0.007904;7
4;0.013103;7
4;0.001591;7
4;0.001985;7
4;0.00706;7
4;0.00865;7
8;0.004422;7
8;0.016948;7
8;0.015341;7
8;0.020852;7
8;0.009718;7
16;0.000355;7
16;0.005009;7
16;0.002136;7
16;0.000672;7
16;0.000902;7
32;0.003327;7
32;0.000767;7
32;0.000532;7
32;0.00426;7
32;0.000649;7
64;0.00097;7
64;0.003447;7
64;0.001263;7
64;0.002808;7
64;0.001714;7
1;0.000952;8
1;0.001273;8
1;0.000887;8
1;0.000862;8
1;0.000802;8
2;0.012186;8
2;0.003906;8
2;0.007478;8
2;0.001459;8
2;0.010089;8
4;0.005312;8
4;0.01244;8
4;0.001977;8
4;0.007819;8
4;0.002329;8
