n_threads;time(s);mPow_size
8;0.006528;8
8;0.004473;8
8;0.013034;8
8;0.023297;8
8;0.02414;8
16;0.019423;8
16;0.002794;8
16;0.028364;8
16;0.001373;8
16;0.001015;8
32;0.006208;8
32;0.001201;8
32;0.000993;8
32;0.001958;8
32;0.003466;8
64;0.001428;8
64;0.000846;8
64;0.001782;8
64;0.004165;8
64;0.002478;8
1;0.003844;9
1;0.001849;9
1;0.004712;9
1;0.004595;9
1;0.003997;9
2;0.021569;9
2;0.003907;9
2;0.013054;9
2;0.006351;9
2;0.009234;9
4;0.061008;9
4;0.015706;9
4;0.008535;9
4;0.011521;9
4;0.003629;9
8;0.003162;9
8;0.023146;9
8;0.01092;9
8;0.009811;9
8;0.003552;9
16;0.027624;9
16;0.025136;9
16;0.008823;9
16;0.024427;9
16;0.017173;9
32;0.011168;9
32;0.011715;9
32;0.004496;9
32;0.003319;9
32;0.00414;9
64;0.005056;9
64;0.006233;9
64;0.00313;9
64;0.004373;9
64;0.004651;9
1;4.00003e-06;4
1;4.00003e-06;4
1;4.99998e-06;4
1;5.00004e-06;4
1;4.99998e-06;4
2;0.000199;4
2;0.000244;4
2;3e-05;4
2;3.6e-05;4
2;3.2e-05;4
4;0.000535;4
4;5e-05;4
4;4.5e-05;4
4;4.5e-05;4
4;0.001319;4
8;0.000174;4
8;8.1e-05;4
8;7.4e-05;4
8;0.00056;4
8;8.3e-05;4
16;0.000139;4
16;0.00014;4
16;0.000144;4
16;0.000171;4
16;0.000172;4
32;0.000259;4
32;0.003807;4
32;0.001108;4
32;0.000319;4
32;0.000364;4
64;0.00053;4
64;0.00077;4
64;0.001541;4
64;0.002248;4
64;0.001322;4
1;7e-06;5
1;1.9e-05;5
1;1.5e-05;5
1;1.4e-05;5
1;1.5e-05;5
2;2.7e-05;5
2;4.7e-05;5
2;0.000261;5
2;3e-05;5
2;3.2e-05;5
4;0.000148;5
4;7e-05;5
4;9.4e-05;5
4;6.7e-05;5
4;6.3e-05;5
8;0.000205;5
8;0.000268;5
8;0.000157;5
8;9.1e-05;5
8;9.4e-05;5
16;0.000145;5
16;0.000201;5
16;0.000267;5
16;0.000147;5
16;0.000158;5
32;0.000264;5
32;0.000275;5
32;0.000327;5
32;0.000247;5
32;0.000295;5
64;0.00054;5
64;0.000618;5
64;0.001594;5
64;0.000576;5
64;0.000899;5
1;5.3e-05;6
1;5.4e-05;6
1;5.39999e-05;6
1;5.4e-05;6
1;5.4e-05;6
2;9.2e-05;6
2;7e-05;6
2;5e-05;6
2;5.30001e-05;6
2;5e-05;6
4;6.7e-05;6
4;7e-05;6
4;0.000804;6
4;7.8e-05;6
4;0.000109;6
8;0.000123;6
8;0.000108;6
8;0.000174;6
8;0.0001;6
8;0.001252;6
16;0.00017;6
16;0.000199;6
16;0.000156;6
16;0.00019;6
16;0.000166;6
32;0.000279;6
32;0.000426;6
32;0.000301;6
32;0.003859;6
32;0.000327;6
64;0.000569;6
64;0.000521;6
64;0.000674;6
64;0.000729;6
64;0.000515;6
1;0.000214;7
1;0.000214;7
1;0.000214;7
1;0.000215;7
1;0.000101;7
2;0.00148;7
2;0.004107;7
2;0.011115;7
2;0.009414;7
2;0.018268;7
4;0.003316;7
4;0.003256;7
4;0.014837;7
4;0.009472;7
4;0.007813;7
8;0.015861;7
8;0.011231;7
8;0.003827;7
8;0.022147;7
8;0.019015;7
16;0.000408;7
16;0.014505;7
16;0.016873;7
16;0.003829;7
16;0.020195;7
32;0.011825;7
32;0.019706;7
32;0.003195;7
32;0.007905;7
32;0.01824;7
64;0.000781;7
64;0.015124;7
64;0.014651;7
64;0.008835;7
64;0.01146;7
1;0.000478;8
1;0.00048;8
1;0.000479;8
1;0.002413;8
1;0.000863;8
2;0.002113;8
2;0.002042;8
2;0.000963;8
2;0.001293;8
2;0.000554;8
4;0.001986;8
4;0.005622;8
4;0.000436;8
4;0.001348;8
4;0.000413;8
8;0.025358;8
8;0.017568;8
8;0.010084;8
8;0.002859;8
8;0.009825;8
16;0.004849;8
16;0.010534;8
16;0.018216;8
16;0.005192;8
16;0.005542;8
32;0.001268;8
32;0.014856;8
32;0.016061;8
32;0.001216;8
32;0.001137;8
64;0.001746;8
64;0.009636;8
64;0.000835;8
64;0.001748;8
64;0.000804;8
1;0.001778;9
1;0.004798;9
1;0.001788;9
1;0.009358;9
1;0.003576;9
2;0.003915;9
2;0.006203;9
2;0.003443;9
2;0.003558;9
2;0.002298;9
4;0.003884;9
4;0.002274;9
4;0.001379;9
4;0.001353;9
4;0.002092;9
8;0.000849;9
8;0.001393;9
8;0.003726;9
8;0.000712;9
8;0.000706;9
16;0.003927;9
16;0.001612;9
16;0.001116;9
16;0.003836;9
16;0.001571;9
32;0.002385;9
32;0.003635;9
32;0.007206;9
32;0.001605;9
32;0.00209;9
64;0.003392;9
64;0.015996;9
64;0.020249;9
64;0.011051;9
64;0.027911;9
1;0.011433;10
1;0.02653;10
1;0.013324;10
1;0.023274;10
1;0.011081;10
2;0.012279;10
2;0.011533;10
2;0.009724;10
2;0.008854;10
2;0.004081;10
4;0.013083;10
4;0.022717;10
4;0.039286;10
4;0.019361;10
4;0.018563;10
8;0.022905;10
8;0.005372;10
8;0.015513;10
8;0.027945;10
8;0.024731;10
16;0.012039;10
16;0.009046;10
16;0.009044;10
16;0.010883;10
16;0.004315;10
32;0.013669;10
32;0.006224;10
32;0.002758;10
32;0.005588;10
32;0.011632;10
64;0.004747;10
64;0.016751;10
64;0.011057;10
64;0.020156;10
64;0.01443;10
1;0.061345;11
1;0.074384;11
1;0.094367;11
1;0.098257;11
1;0.050793;11
2;0.096735;11
2;0.07472;11
2;0.054457;11
2;0.064284;11
2;0.048304;11
4;0.024403;11
4;0.041936;11
4;0.053635;11
4;0.053321;11
4;0.048492;11
8;0.042186;11
8;0.042618;11
8;0.05568;11
8;0.057179;11
8;0.046314;11
16;0.024558;11
16;0.019449;11
16;0.02963;11
16;0.044818;11
16;0.033489;11
32;0.046403;11
32;0.033581;11
32;0.026175;11
32;0.030852;11
32;0.058886;11
64;0.0317;11
64;0.023168;11
64;0.037255;11
64;0.041575;11
64;0.057124;11
1;0.396095;12
1;0.382513;12
1;0.436761;12
1;0.450489;12
1;0.429712;12
2;0.205082;12
2;0.23966;12
2;0.247269;12
2;0.209561;12
2;0.233389;12
4;0.136324;12
4;0.161632;12
4;0.160849;12
4;0.165623;12
4;0.170942;12
8;0.134802;12
8;0.152823;12
8;0.17185;12
8;0.135276;12
8;0.16909;12
16;0.100768;12
16;0.157632;12
16;0.125231;12
16;0.119148;12
16;0.116401;12
32;0.093203;12
32;0.140798;12
32;0.118246;12
32;0.089629;12
32;0.116786;12
64;0.120762;12
64;0.108392;12
64;0.135905;12
64;0.132163;12
64;0.119194;12
