n_threads;time(s);mPow_size
2;0.000136;4
2;0.000127;4
2;6.8e-05;4
2;4.1e-05;4
4;6e-05;4
4;5.7e-05;4
4;5.6e-05;4
4;7.1e-05;4
4;8.49999e-05;4
8;0.000535;4
8;8.8e-05;4
8;0.000473;4
8;9.3e-05;4
8;9.1e-05;4
16;0.000195;4
16;0.001113;4
16;0.00019;4
16;0.000173;4
16;0.000173;4
32;0.000249;4
32;0.00033;4
32;0.000236;4
32;0.000354;4
32;0.000289;4
64;0.0005;4
64;0.000631;4
64;0.001434;4
64;0.00075;4
64;0.000669;4
1;1.5e-05;5
1;1.7e-05;5
1;9.99996e-06;5
1;9.99996e-06;5
1;9.00001e-06;5
2;2.8e-05;5
2;3.8e-05;5
2;3.5e-05;5
2;0.000716;5
2;3.7e-05;5
4;0.000112;5
4;5.9e-05;5
4;6.3e-05;5
4;7e-05;5
4;0.001308;5
8;8.1e-05;5
8;9.2e-05;5
8;9e-05;5
8;0.000106;5
8;7.6e-05;5
16;0.00013;5
16;0.001015;5
16;0.000756;5
16;0.000135;5
16;0.000211;5
32;0.000316;5
32;0.000331;5
32;0.001194;5
32;0.000246;5
32;0.001301;5
64;0.000481;5
64;0.000544;5
64;0.000591;5
64;0.00057;5
64;0.000725;5
1;3.3e-05;6
1;3.4e-05;6
1;3.2e-05;6
1;3.3e-05;6
1;4.8e-05;6
2;0.005466;6
2;0.007825;6
2;0.006253;6
2;0.009274;6
2;0.007624;6
4;9.2e-05;6
4;0.001027;6
4;0.002358;6
4;0.013705;6
4;0.01645;6
8;0.007512;6
8;0.003103;6
8;0.010326;6
8;0.003232;6
8;0.004835;6
16;0.015496;6
16;0.003209;6
16;0.015439;6
16;0.015992;6
16;0.02804;6
32;0.000428;6
32;0.002398;6
32;0.003141;6
32;0.000384;6
32;0.00223;6
64;0.001628;6
64;0.00671;6
64;0.003446;6
64;0.00286;6
64;0.001768;6
1;0.000217;7
1;0.000217;7
1;0.010993;7
1;0.000218;7
1;0.000217;7
2;0.000768;7
2;0.013795;7
2;0.007355;7
2;0.001273;7
2;0.000824;7
4;0.003886;7
4;0.008164;7
4;0.008023;7
4;0.008394;7
4;0.001569;7
8;0.0087;7
8;0.010169;7
8;0.006348;7
8;0.006689;7
8;0.00108;7
16;0.014811;7
16;0.000905;7
16;0.001682;7
16;0.010042;7
16;0.020285;7
32;0.000843;7
32;0.022919;7
32;0.008677;7
32;0.000556;7
32;0.002288;7
64;0.001685;7
64;0.023706;7
64;0.001577;7
64;0.013354;7
64;0.008482;7
1;0.00058;8
1;0.000578;8
1;0.000577;8
1;0.000578;8
1;0.000578;8
2;0.002566;8
2;0.007763;8
2;0.007679;8
2;0.005741;8
2;0.001737;8
4;0.017041;8
4;0.008599;8
4;0.005944;8
4;0.008074;8
4;0.002167;8
8;0.00679;8
8;0.022252;8
8;0.008212;8
8;0.000962;8
8;0.001255;8
16;0.000941;8
16;0.012441;8
16;0.011084;8
16;0.013588;8
16;0.008043;8
32;0.009408;8
32;0.011238;8
32;0.000671;8
32;0.000965;8
32;0.006133;8
64;0.012793;8
64;0.001509;8
64;0.013365;8
64;0.017156;8
64;0.006109;8
1;0.005316;9
1;0.010031;9
1;0.005657;9
1;0.002333;9
1;0.00398;9
2;0.01243;9
2;0.011286;9
2;0.011066;9
2;0.00757;9
2;0.008565;9
4;0.004402;9
4;0.014791;9
4;0.010278;9
4;0.004551;9
4;0.010196;9
8;0.005791;9
8;0.015486;9
8;0.005496;9
8;0.010615;9
8;0.005606;9
16;0.009853;9
16;0.00744;9
16;0.017832;9
16;0.013634;9
16;0.003736;9
32;0.007745;9
32;0.022506;9
32;0.014767;9
32;0.00979;9
32;0.003578;9
64;0.006343;9
64;0.003531;9
64;0.008995;9
64;0.004122;9
64;0.004636;9
1;0.019231;10
1;0.014052;10
1;0.015983;10
1;0.01663;10
1;0.01986;10
2;0.019354;10
2;0.023333;10
2;0.049162;10
2;0.028686;10
2;0.01974;10
4;0.03285;10
4;0.021797;10
4;0.022517;10
4;0.025974;10
4;0.034539;10
8;0.014952;10
8;0.012845;10
8;0.022147;10
8;0.016277;10
8;0.033419;10
16;0.025397;10
16;0.026261;10
16;0.023466;10
16;0.0254;10
16;0.014738;10
32;0.008276;10
32;0.013925;10
32;0.006192;10
32;0.012662;10
32;0.016048;10
64;0.02956;10
64;0.028353;10
64;0.007548;10
64;0.0183;10
64;0.010889;10
1;0.090119;11
1;0.098071;11
1;0.067444;11
1;0.067824;11
1;0.079177;11
2;0.054854;11
2;0.062353;11
2;0.056352;11
2;0.050902;11
2;0.070189;11
4;0.045666;11
4;0.062776;11
4;0.037982;11
4;0.041425;11
4;0.050794;11
8;0.063308;11
8;0.041215;11
8;0.048947;11
8;0.048323;11
8;0.04794;11
16;0.034942;11
16;0.035849;11
16;0.034027;11
16;0.027455;11
16;0.025321;11
32;0.043728;11
32;0.039199;11
32;0.040351;11
32;0.027265;11
32;0.033153;11
64;0.024413;11
64;0.030581;11
64;0.048336;11
64;0.035449;11
64;0.04766;11
1;0.584174;12
1;0.519174;12
