time(s);mPow_size
2e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.5e-05;4
5.00001e-06;4
2.99999e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
4e-06;4
3.99999e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
4e-06;4
2.99999e-06;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
0.000297;4
4e-06;4
4e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.99999e-06;4
2e-06;4
1.00001e-06;4
2e-06;4
4e-06;4
2.99999e-06;4
2.99999e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99979e-07;2
0;2
0;2
0;2
0;2
0.165198;12
0.173009;12
0.165073;12
0.173662;12
0.197174;12
1.00001e-06;4
1.00001e-06;4
2.00002e-06;4
1.00001e-06;4
1.00001e-06;4
1.3e-05;5
1.3e-05;5
1.4e-05;5
2.1e-05;5
4.99998e-06;5
1.8e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000665;6
0.000227;7
0.000208;7
0.000218;7
0.000205;7
0.000203;7
0.216481;12
0.153512;12
0.145046;12
0.164558;12
0.186567;12
0.184858;12
0.159609;12
0.199866;12
0.152771;12
0.17397;12
0.134365;12
0.138425;12
0.139925;12
0.139857;12
0.15158;12
0.133978;12
0.142583;12
0.128445;12
0.129296;12
0.156178;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99979e-07;4
2.00002e-06;4
1.00001e-06;4
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
1.99999e-06;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
9.99979e-07;2
1.00001e-06;2
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
4e-06;4
4e-06;4
1.2e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
8.8e-05;6
5e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000224;7
0.0002;7
0.000199;7
0.000254;7
0.000199;7
0.000332;8
0.000329;8
0.000331;8
0.000339;8
0.000379;8
0.006599;9
0.00661;9
0.002816;9
0.005112;9
0.003425;9
4e-06;4
2.00002e-06;4
1.99999e-06;4
1.00001e-06;4
9.99979e-07;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2e-05;6
2e-05;6
2e-05;6
2e-05;6
2e-05;6
7.9e-05;7
7.9e-05;7
7.8e-05;7
7.8e-05;7
7.8e-05;7
0.000355;8
0.000354;8
0.000353;8
0.000355;8
0.000354;8
0.001362;9
0.003968;9
0.001352;9
0.001346;9
0.001341;9
0.005319;10
0.018008;10
0.005397;10
0.013468;10
0.007727;10
0.052427;11
0.034818;11
0.046745;11
0.043934;11
0.029778;11
0.286009;12
0.318591;12
0.294532;12
0.297407;12
0.302042;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.99999e-06;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2.1e-05;6
2.1e-05;6
2.2e-05;6
2.1e-05;6
2.2e-05;6
0.000335;7
0.00022;7
0.000327;7
0.000109;7
0.000102;7
0.000403;8
0.000411;8
0.000411;8
0.000421;8
0.000412;8
0.004909;9
0.003663;9
0.003098;9
0.003367;9
0.005305;9
0.00947;10
0.011598;10
0.008285;10
0.005814;10
0.005819;10
0.065209;11
0.04133;11
0.045858;11
0.044202;11
0.0749;11
0.29965;12
0.322171;12
0.272808;12
0.316914;12
0.300194;12
9.20147e-06;5
9.10275e-06;5
8.77865e-06;5
8.63709e-06;5
8.61287e-06;5
3.32147e-05;6
3.31197e-05;6
3.31663e-05;6
3.30694e-05;6
3.30694e-05;6
0.000143941;7
0.000143399;7
0.000144569;7
0.000143109;7
0.000143256;7
0.000598643;8
0.000574695;8
0.000560883;8
0.000528889;8
0.00059589;8
0.0027743;9
0.00259367;9
0.00256086;9
0.00264223;9
0.00265085;9
0.0147003;10
0.0113729;10
0.0101411;10
0.0101132;10
0.0101166;10
0.0635014;11
0.0619075;11
0.0579941;11
0.0564987;11
0.0558935;11
0.297203;12
0.26454;12
0.262302;12
0.261058;12
0.260441;12
8.9705e-06;5
8.63709e-06;5
8.47317e-06;5
8.4918e-06;5
8.55699e-06;5
3.74969e-05;6
3.73144e-05;6
3.73702e-05;6
3.73628e-05;6
3.73628e-05;6
0.000148771;7
0.000148062;7
0.000148041;7
0.000155441;7
0.000147963;7
0.000561398;8
0.000554949;8
0.000549654;8
0.000552982;8
0.000555132;8
0.00278975;9
0.0026651;9
0.00265849;9
0.00265134;9
0.00257749;9
0.0120838;10
0.0109267;10
0.0101299;10
0.0100755;10
0.0114931;10
0.0634027;11
0.0618054;11
0.0584683;11
0.056783;11
0.05632;11
0.298734;12
0.264368;12
0.26242;12
0.260922;12
0.260468;12
8.74512e-06;5
8.7861e-06;5
8.54768e-06;5
8.48994e-06;5
8.52719e-06;5
3.63141e-05;6
3.6262e-05;6
3.61335e-05;6
3.61912e-05;6
3.60832e-05;6
0.000164755;7
0.000154944;7
0.000148324;7
0.000148233;7
0.000148106;7
0.000607401;8
0.000591967;8
0.000592059;8
0.000609521;8
0.000583189;8
0.00275793;9
0.00265248;9
0.00263814;9
0.00264079;9
0.00264501;9
0.0126756;10
0.0131182;10
0.010797;10
0.0107611;10
0.0105683;10
0.0830089;11
0.0824227;11
0.0730824;11
0.0654626;11
0.0634373;11
0.288872;12
0.292004;12
0.272247;12
0.260621;12
0.259379;12
3.73777e-05;6
3.71728e-05;6
3.6275e-05;6
3.62396e-05;6
3.62452e-05;6
0.000149587;7
0.000148281;7
0.000148119;7
0.000147795;7
0.000148032;7
0.000670908;8
0.000668833;8
0.000677472;8
0.000636242;8
0.000657396;8
0.00307607;9
0.00295044;9
0.00298467;9
0.0030007;9
0.00299291;9
0.0159668;10
0.0142737;10
0.0121224;10
0.0120764;10
0.0121413;10
0.0751637;11
0.0735844;11
0.0687503;11
0.0664272;11
0.0658238;11
0.337223;12
0.325784;12
0.337314;12
0.304479;12
0.302376;12
2.32458e-06;4
8.28318e-06;4
7.8138e-06;4
7.71135e-06;4
7.77096e-06;4
2.93888e-05;5
2.90945e-05;5
2.90982e-05;5
2.91131e-05;5
2.89679e-05;5
3.05735e-05;6
3.21064e-05;6
0.000122264;6
0.000112401;6
0.000112334;6
0.00013167;7
0.000443421;7
0.000161368;7
0.000454703;7
0.000455663;7
0.000507174;8
0.0012585;8
0.000524729;8
0.00119828;8
0.000980493;8
0.00267972;9
0.00298403;9
0.00292422;9
0.00323523;9
0.00306966;9
0.010258;10
0.00968132;10
0.00938728;10
0.00979354;10
0.010049;10
0.0622019;11
0.0569348;11
0.0537754;11
0.0529586;11
0.052072;11
0.280883;12
0.250428;12
0.249588;12
0.248363;12
0.247429;12
2.44379e-06;4
8.43592e-06;4
7.8585e-06;4
7.96095e-06;4
7.82497e-06;4
7.9833e-06;5
8.06712e-06;5
2.95397e-05;5
2.96235e-05;5
2.95136e-05;5
3.06629e-05;6
0.000112709;6
6.65486e-05;6
6.34752e-05;6
0.000112718;6
0.000131566;7
0.000458594;7
0.000443714;7
0.00045706;7
0.000443937;7
0.000516186;8
0.00076309;8
0.000992373;8
0.000742927;8
0.000543263;8
0.00227898;9
0.00225886;9
0.00295025;9
0.00256445;9
0.00309079;9
0.0106124;10
0.00984113;10
0.0100431;10
0.0097126;10
0.0100816;10
0.0624648;11
0.0563347;11
0.0536514;11
0.0526336;11
0.0521081;11
0.282314;12
0.252364;12
0.251134;12
0.250613;12
0.249801;12
2.30037e-06;4
2.62633e-06;4
2.31899e-06;4
7.75978e-06;4
7.83056e-06;4
8.6464e-06;5
2.95322e-05;5
8.56072e-06;5
2.90666e-05;5
2.92249e-05;5
3.31756e-05;6
0.000112651;6
0.000112696;6
0.000122184;6
0.000112697;6
0.000131464;7
0.000130916;7
0.000373032;7
0.000430945;7
0.000427315;7
0.000546826;8
0.000886537;8
0.000906557;8
0.000536406;8
0.000530386;8
0.00254278;9
0.00253133;9
0.00282317;9
0.00327941;9
0.00240431;9
0.0107222;10
0.0104053;10
0.00995867;10
0.0106095;10
0.0100266;10
0.0632807;11
0.0572231;11
0.0543343;11
0.0537683;11
0.0529602;11
0.284951;12
0.24965;12
0.246784;12
0.245904;12
0.24543;12
2.33948e-06;4
2.25566e-06;4
7.81566e-06;4
2.10479e-06;4
7.83242e-06;4
2.92454e-05;5
2.91392e-05;5
2.89772e-05;5
2.90032e-05;5
2.90051e-05;5
3.22182e-05;6
5.63934e-05;6
0.000112642;6
0.00011244;6
0.00011242;6
0.000130655;7
0.000163518;7
0.000130013;7
0.000326028;7
0.000451317;7
0.000603899;8
0.00088984;8
0.00110188;8
0.000883652;8
0.00121826;8
0.0027093;9
0.00322229;9
0.00308496;9
0.00298978;9
0.00270917;9
0.0101949;10
0.00978566;10
0.00955823;10
0.00998692;10
0.0093845;10
0.0623369;11
0.0564246;11
0.0532928;11
0.0524513;11
0.051911;11
0.280381;12
0.248875;12
0.247206;12
0.246744;12
0.24602;12
2.33576e-06;4
2.58349e-06;4
7.84174e-06;4
7.85291e-06;4
7.81752e-06;4
8.62591e-06;5
8.3819e-06;5
8.37445e-06;5
8.30367e-06;5
8.34092e-06;5
3.33078e-05;6
3.31849e-05;6
3.30564e-05;6
3.30973e-05;6
3.30172e-05;6
0.000144264;7
0.000143161;7
0.000142997;7
0.000142952;7
0.000147764;7
0.000500839;8
0.000616951;8
0.00124208;8
0.000663219;8
0.00103359;8
0.00245307;9
0.00302245;9
0.00267336;9
0.00300736;9
0.00319142;9
0.0102392;10
0.0100083;10
0.00953148;10
0.00987816;10
0.00990808;10
0.0634239;11
0.0570935;11
0.0548777;11
0.0532356;11
0.0531708;11
0.284046;12
0.252277;12
0.250361;12
0.249684;12
0.248819;12
2.38791e-06;4
2.35811e-06;4
7.89389e-06;4
7.85477e-06;4
7.82683e-06;4
2.92566e-05;5
2.92622e-05;5
2.92249e-05;5
2.91411e-05;5
2.91262e-05;5
3.22945e-05;6
0.000112794;6
0.000112897;6
0.000112906;6
0.000112751;6
0.000130843;7
0.000453977;7
0.000245843;7
0.000375148;7
0.000148136;7
0.000548918;8
0.000978965;8
0.000785626;8
0.00121069;8
0.00126797;8
0.0027272;9
0.00335646;9
0.00318523;9
0.00305927;9
0.00329483;9
0.0102485;10
0.0100317;10
0.00954708;10
0.00963785;10
0.0100326;10
0.0624589;11
0.0566118;11
0.0544159;11
0.0528593;11
0.0525375;11
0.282298;12
0.25009;12
0.248889;12
0.247787;12
0.247247;12
2.29478e-06;4
2.66917e-06;4
2.29105e-06;4
2.34507e-06;4
7.8734e-06;4
2.92938e-05;5
8.56631e-06;5
8.53464e-06;5
8.50298e-06;5
3.41721e-05;5
3.3224e-05;6
0.000113202;6
3.32724e-05;6
0.000121891;6
3.32389e-05;6
0.000131935;7
0.000443673;7
0.000340713;7
0.000229143;7
0.000443056;7
0.000547811;8
0.000755139;8
0.000826305;8
0.000890329;8
0.000652812;8
0.00244214;9
0.00310803;9
0.00301655;9
0.00269684;9
0.00322371;9
0.0104201;10
0.010177;10
0.00978853;10
0.0093418;10
0.00950857;10
0.063082;11
0.0572742;11
0.0546607;11
0.0536352;11
0.052586;11
0.286287;12
0.255795;12
0.25509;12
0.253635;12
0.252747;12
2.36742e-06;4
8.08761e-06;4
7.80635e-06;4
7.78027e-06;4
2.10293e-06;4
2.94391e-05;5
2.883e-05;5
2.90442e-05;5
2.89064e-05;5
2.89436e-05;5
3.05418e-05;6
0.000112373;6
0.000112103;6
0.000112435;6
0.000112288;6
0.000131821;7
0.000224425;7
0.000190547;7
0.000219248;7
0.000413559;7
0.000517586;8
0.000521235;8
0.000858247;8
0.00130493;8
0.00119016;8
0.00240489;9
0.00270366;9
0.00262525;9
0.0024651;9
0.0026767;9
0.0105703;10
0.0106608;10
0.00975657;10
0.00959824;10
0.00964225;10
0.0623306;11
0.0567911;11
0.0537963;11
0.0530266;11
0.0525208;11
0.28578;12
0.254847;12
0.253185;12
0.251932;12
0.251335;12
