n_procs;time(s);mPow_size
1;0.000127673;7
1;0.000394404;7
1;0.000299189;7
1;0.000289213;7
1;0.000327496;7
4;0.000334939;8
4;0.000190115;8
4;0.000481647;8
4;0.000497686;8
4;0.000492202;8
16;0.000907106;9
16;0.000593159;9
16;0.000489302;9
16;0.000491127;9
16;0.000495091;9
64;0.00257552;10
64;0.00194378;10
64;0.00112986;10
64;0.00109331;10
64;0.00109652;10
